id,province,carcolour,hp,gender,age,lic_years,pastclaims,exp_years
2103,WC,White,89,1,86,68,0,0.31211499
2104,FS,Red,89,1,54,35,0,0.34770705
2105,WC,Yellow,109,1,45,27,0,0.287474333
2106,GP,Blue,203,0,60,42,0,0.314852841
2107,KZN,White,72,0,79,60,1,0.057494867
2108,FS,Red,228,0,33,13,1,0.377823409
2109,WC,White,182,1,74,56,0,0.306639288
2110,MP,Silver,119,1,73,55,0,0.394250513
2111,FS,Blue,137,1,84,64,2,0.079397673
2112,KZN,White,84,1,56,38,0,0.492813142
2113,MP,Yellow,46,1,51,33,1,0.235455168
2114,NW,Black,107,1,30,11,1,0.021902806
2115,KZN,Black,142,1,69,51,0,0.470910335
2116,EC,Yellow,69,1,44,26,0,0.273785079
2118,EC,Silver,148,0,71,53,0,0.251882272
2119,WC,White,235,1,76,58,1,0.38329911
2120,WC,White,111,0,34,16,1,0.369609856
2121,WC,Red,144,1,25,6,1,0.224503765
2122,WC,White,166,1,52,34,0,0.073921971
2123,KZN,White,251,1,38,19,5,0.323066393
2124,KZN,Red,81,1,31,13,2,0.161533196
2125,NW,Black,144,0,22,3,0,0.213552361
2126,KZN,Black,93,1,41,23,1,0.490075291
2127,KZN,White,101,0,67,49,0,0.328542094
2128,EC,Green,149,1,86,66,1,0.054757016
2129,EC,Red,63,1,52,34,2,0.410677618
2130,EC,Black,135,0,80,60,0,0.008213552
2131,GP,Blue,124,0,21,3,0,0.180698152
2132,WC,Red,193,0,77,58,0,0.038329911
2133,GP,Red,60,0,81,63,1,0.073921971
2134,FS,White,65,0,50,31,4,0.106776181
2135,FS,Green,133,1,51,33,2,0.210814511
2136,KZN,White,143,1,80,62,0,0.010951403
2137,NW,Black,48,1,79,61,1,0.008213552
2138,NW,Black,109,1,23,4,1,0.301163587
2139,KZN,White,61,0,52,33,0,0.177960301
2140,WC,White,136,1,57,39,0,0.169746749
2141,NW,Yellow,55,0,54,35,1,0.227241615
2142,WC,Red,164,0,32,13,2,0.082135524
2143,MP,Green,64,0,43,23,1,0.043805613
2144,EC,Silver,104,1,50,31,1,0.087611225
2145,EC,White,106,0,62,44,3,0.24366872
2146,KZN,White,205,0,76,58,1,0.13963039
2147,GP,Red,195,0,81,63,2,0.31211499
2148,KZN,Black,121,1,30,12,1,0.210814511
2150,GP,Red,116,1,40,21,4,0.043805613
2151,MP,White,106,0,51,33,0,0.090349076
2152,FS,White,149,0,74,55,2,0.323066393
2153,WC,White,45,0,43,25,1,0.120465435
2154,FS,Red,207,1,23,4,1,0.038329911
2155,MP,Red,186,1,63,45,0,0
2156,KZN,Silver,53,1,21,2,0,0.142368241
2157,WC,Black,94,0,50,32,0,0.147843943
2158,MP,White,145,0,31,13,1,0.049281314
2159,WC,Red,122,1,38,20,1,0.317590691
2160,NW,Red,84,0,77,58,1,0.005475702
2161,WC,Silver,103,1,43,24,2,0.388774812
2162,GP,Red,177,0,44,26,0,0.054757016
2163,KZN,White,96,1,31,12,1,0.429842574
2164,KZN,Red,147,1,21,3,1,0.240930869
2165,FS,Black,171,0,46,28,0,0.213552361
2167,FS,Red,143,0,21,3,1,0.473648186
2168,FS,Green,91,0,34,14,1,0.120465435
2169,WC,Red,137,0,48,30,0,0.41615332
2170,FS,Black,173,1,21,3,1,0.490075291
2171,FS,Green,137,1,45,26,1,0.366872005
2172,FS,Red,55,0,21,3,1,0.073921971
2173,MP,Blue,341,1,34,15,0,0.446269678
2174,MP,Silver,83,1,26,5,1,0.008213552
2175,WC,Black,81,1,64,45,0,0.342231348
2176,EC,Red,132,0,86,68,0,0.309377139
2177,FS,White,208,1,31,13,1,0.106776181
2178,GP,Silver,139,0,30,11,1,0.016427105
2179,EC,Red,82,0,86,67,4,0.199863107
2180,WC,White,164,1,74,54,0,0.380561259
2181,GP,Black,154,1,40,21,0,0.027378508
2182,WC,White,162,1,47,29,0,0.167008898
2183,WC,Black,156,1,78,59,1,0.153319644
2184,WC,White,177,1,32,13,1,0.45174538
2185,FS,Black,100,1,39,20,3,0.465434634
2186,MP,Green,123,1,26,8,2,0.120465435
2187,EC,White,117,0,35,16,2,0.427104723
2188,NW,Red,64,1,28,10,0,0.128678987
2189,WC,Yellow,124,1,77,59,0,0.232717317
2190,MP,White,177,1,57,39,1,0.030116359
2191,GP,White,102,0,22,4,1,0.227241615
2192,MP,Silver,131,0,20,2,3,0.161533196
2193,WC,Black,325,1,86,68,1,0.479123888
2194,KZN,Yellow,123,1,19,1,2,0.232717317
2195,GP,Green,191,1,57,38,1,0.084873374
2196,NW,Silver,245,0,30,12,1,0.180698152
2197,WC,Silver,202,0,84,64,0,0.238193018
2198,MP,Black,77,1,20,1,2,0.194387406
2199,GP,Silver,196,0,19,0,1,0.136892539
2200,WC,Silver,184,1,54,36,3,0.219028063
2201,FS,Yellow,47,0,77,58,1,0.435318275
2202,WC,Blue,106,0,51,33,0,0.410677618
2203,NW,Black,70,0,26,7,1,0.287474333
2204,EC,White,127,0,65,46,3,0.221765914
2205,NW,Red,204,0,28,10,0,0.375085558
2206,GP,White,139,0,22,4,0,0.158795346
2207,WC,Red,107,1,29,11,1,0.462696783
2208,WC,White,95,0,77,59,1,0.216290212
2209,NW,Red,108,0,27,9,2,0.027378508
2210,EC,White,61,0,69,51,2,0.427104723
2211,WC,Black,66,0,70,52,0,0.145106092
2212,FS,White,233,1,87,67,1,0.062970568
2213,WC,Black,61,0,57,39,1,0.024640657
2214,KZN,White,207,0,18,0,1,0.10403833
2215,MP,White,196,0,30,12,1,0.002737851
2216,WC,White,94,1,34,16,1,0.183436003
2217,WC,White,191,1,34,15,0,0.271047228
2218,GP,Yellow,93,0,48,30,1,0.03559206
2219,FS,White,59,0,78,59,2,0.076659822
2220,WC,Black,130,0,29,11,0,0.424366872
2221,KZN,Red,130,0,76,57,1,0.114989733
2222,MP,Red,62,0,77,59,2,0.331279945
2223,GP,White,130,1,51,33,0,0.301163587
2224,WC,Red,124,0,54,35,1,0.454483231
2226,MP,White,115,0,54,34,1,0.065708419
2227,EC,White,107,0,73,55,2,0.306639288
2228,GP,White,227,1,81,62,1,0.402464066
2230,WC,White,53,0,26,8,3,0.405201916
2231,WC,Silver,114,1,23,4,1,0.468172485
2232,WC,Yellow,125,1,85,66,1,0.240930869
2233,KZN,White,161,0,22,3,1,0.032854209
2234,GP,Black,220,0,29,11,0,0.079397673
2235,WC,White,124,0,81,63,0,0.380561259
2236,WC,White,99,0,53,33,0,0.265571526
2237,GP,White,113,0,21,3,0,0.380561259
2238,KZN,Red,125,0,68,48,0,0.260095825
2239,WC,Blue,107,0,36,18,1,0.314852841
2240,KZN,Yellow,107,1,26,7,0,0.366872005
2241,GP,White,64,0,56,36,0,0.421629021
2242,KZN,Blue,143,0,30,11,1,0.021902806
2243,GP,Yellow,117,1,51,33,4,0.183436003
2244,KZN,White,54,1,23,4,1,0.202600958
2245,KZN,Blue,71,0,61,41,2,0.334017796
2246,WC,White,238,0,25,7,2,0.145106092
2247,WC,White,223,1,46,27,2,0.076659822
2248,WC,Black,181,0,18,0,1,0.320328542
2249,WC,White,53,1,50,32,1,0.106776181
2250,FS,White,164,0,45,26,3,0.046543463
2251,GP,Silver,179,0,24,5,2,0.101300479
2252,WC,White,71,1,36,18,1,0.084873374
2254,WC,Red,196,0,75,56,3,0.328542094
2255,GP,White,108,0,51,32,1,0.194387406
2256,GP,Green,283,1,43,24,1,0.123203285
2257,GP,Black,69,1,44,26,0,0.169746749
2258,GP,Blue,60,1,24,6,0,0.386036961
2259,KZN,Red,69,1,32,14,1,0.238193018
2260,GP,Red,77,0,35,17,1,0.303901437
2261,WC,Silver,230,1,48,28,2,0.353182752
2262,WC,Black,63,1,23,5,0,0.052019165
2263,NW,Black,212,1,45,27,0,0.459958932
2264,NW,Red,96,0,36,18,4,0.366872005
2265,FS,Black,78,0,79,61,0,0.402464066
2266,WC,Blue,181,1,67,49,1,0.169746749
2267,MP,Black,70,1,65,47,0,0.287474333
2268,WC,White,173,1,25,7,0,0.17522245
2269,FS,Black,114,0,24,6,2,0.41615332
2270,FS,Red,184,1,30,12,0,0.369609856
2271,GP,Red,55,0,44,26,0,0.438056126
2272,WC,White,52,0,83,64,1,0.191649555
2274,NW,Black,226,1,86,67,1,0.320328542
2275,EC,White,218,0,46,27,1,0.476386037
2276,WC,White,68,1,28,10,2,0.10403833
2277,NW,Silver,195,1,85,67,2,0.136892539
2278,NW,Black,232,0,31,12,1,0.117727584
2279,EC,White,86,1,23,4,2,0.290212183
2280,WC,Black,220,1,56,38,0,0.153319644
2281,MP,White,314,0,37,19,1,0.183436003
2282,NW,Blue,85,0,73,54,0,0.183436003
2283,GP,White,120,1,45,26,1,0.350444901
2284,LIM,White,171,0,76,57,1,0.465434634
2285,GP,White,106,1,76,57,1,0.065708419
2286,FS,White,59,0,54,35,0,0.219028063
2287,GP,Blue,88,1,46,28,3,0.45174538
2288,KZN,Red,95,1,19,1,1,0.038329911
2289,GP,Red,66,0,32,12,2,0.205338809
2290,WC,Red,74,1,79,60,1,0.073921971
2291,WC,White,258,0,68,50,1,0.257357974
2292,NW,Black,193,1,45,26,4,0.317590691
2293,KZN,Black,155,1,59,40,1,0.125941136
2294,FS,White,195,0,51,33,1,0.186173854
2295,EC,White,56,0,25,7,1,0.013689254
2296,EC,White,194,0,81,63,1,0.366872005
2297,KZN,Blue,109,0,42,23,2,0.027378508
2298,EC,White,92,1,22,4,2,0.216290212
2299,WC,Red,100,0,45,27,1,0.191649555
2300,MP,White,189,0,23,5,0,0.227241615
2301,FS,White,213,1,30,12,1,0.10403833
2302,FS,Red,242,0,32,13,2,0.314852841
2303,FS,Blue,59,0,20,2,1,0.342231348
2304,WC,Red,171,0,29,9,1,0.10403833
2305,WC,Green,110,1,19,1,1,0.188911704
2307,MP,Yellow,171,1,59,41,5,0.41615332
2308,EC,White,241,0,64,45,1,0.098562628
2309,KZN,Green,141,0,35,15,1,0.131416838
2310,KZN,Black,185,0,65,46,0,0.479123888
2311,WC,White,201,1,76,58,1,0.344969199
2312,EC,Black,243,1,59,40,2,0.057494867
2313,EC,Red,103,1,36,18,1,0.021902806
2314,WC,Black,132,1,71,53,2,0.27652293
2315,WC,White,115,0,76,58,2,0.038329911
2316,GP,Blue,113,0,23,5,2,0.098562628
2317,MP,White,205,1,38,19,1,0.235455168
2318,EC,Red,59,0,22,4,1,0.454483231
2319,WC,Silver,196,1,39,20,1,0.479123888
2320,NW,Green,82,0,77,59,1,0.301163587
2321,GP,Black,73,1,42,22,0,0.20807666
2322,KZN,White,93,0,21,3,0,0.284736482
2323,FS,Yellow,65,1,45,27,1,0.125941136
2324,FS,Yellow,74,1,64,45,2,0.07118412
2325,WC,Silver,198,0,31,12,1,0.158795346
2326,GP,White,156,1,81,62,1,0.27926078
2327,WC,Black,163,0,61,43,1,0.394250513
2328,NW,Blue,186,0,50,32,3,0.407939767
2329,NW,Red,96,0,30,12,1,0.410677618
2330,FS,Red,178,0,28,9,1,0.470910335
2331,MP,White,113,1,85,65,2,0.27926078
2332,WC,Red,124,0,37,19,1,0.134154689
2333,LIM,Silver,87,0,84,65,0,0.197125257
2334,EC,Silver,105,0,61,43,3,0.076659822
2335,NW,Blue,99,0,59,40,3,0.413415469
2336,KZN,Silver,120,1,53,34,0,0.402464066
2337,KZN,White,255,1,41,22,0,0.180698152
2338,GP,Silver,81,1,31,13,2,0.435318275
2339,GP,Red,107,0,81,62,1,0.394250513
2340,FS,White,167,0,42,24,1,0.251882272
2341,GP,Black,167,0,86,67,1,0.314852841
2342,NW,Green,171,0,65,47,3,0.238193018
2343,WC,White,157,0,19,1,0,0.314852841
2344,WC,White,130,0,40,20,2,0.358658453
2345,GP,Green,104,1,31,13,1,0.079397673
2346,EC,Silver,129,0,67,49,1,0.350444901
2347,MP,White,54,0,32,14,0,0.271047228
2348,FS,White,152,0,31,13,0,0.350444901
2349,KZN,White,182,1,29,11,0,0.449007529
2350,FS,Silver,110,0,56,37,2,0.344969199
2351,FS,Silver,119,0,50,32,1,0.10403833
2352,FS,White,95,1,77,59,1,0.380561259
2353,KZN,Yellow,117,1,19,1,1,0.117727584
2354,FS,Red,55,1,19,1,1,0.158795346
2355,EC,Black,66,0,25,7,0,0.093086927
2356,WC,Black,56,1,38,20,2,0.369609856
2357,WC,White,204,1,31,12,2,0.03559206
2358,WC,White,249,1,38,19,1,0.098562628
2359,WC,Green,156,1,30,12,2,0.134154689
2360,NW,White,238,0,66,47,0,0.120465435
2361,FS,Black,44,0,20,1,2,0.432580424
2362,WC,White,93,0,74,56,1,0.046543463
2363,FS,White,209,0,34,14,1,0.328542094
2364,FS,Red,118,0,54,35,0,0.295687885
2365,NW,Red,51,0,23,5,1,0.298425736
2366,WC,Silver,74,0,61,43,1,0.062970568
2367,GP,Silver,119,1,70,50,2,0.142368241
2369,GP,Black,97,1,59,41,0,0.38329911
2370,NW,Red,165,0,50,31,2,0.073921971
2371,NW,White,139,0,22,3,0,0.194387406
2372,WC,Blue,204,1,39,21,4,0.303901437
2373,EC,Red,130,1,84,66,2,0.221765914
2374,WC,White,163,0,24,6,3,0.377823409
2375,WC,Blue,138,0,86,68,2,0.136892539
2376,GP,Black,124,0,55,37,1,0.240930869
2377,NW,Red,49,1,21,3,2,0.306639288
2378,WC,Red,127,1,29,11,1,0.123203285
2379,FS,White,79,0,81,62,1,0.265571526
2380,GP,Red,60,0,73,54,1,0.446269678
2381,GP,White,209,0,55,37,0,0.114989733
2383,EC,White,132,1,86,66,1,0.073921971
2384,WC,Blue,143,1,47,29,1,0.249144422
2385,MP,Black,67,0,27,9,3,0.27926078
2386,WC,Red,111,0,22,3,1,0.271047228
2387,MP,Red,89,1,25,6,2,0.158795346
2388,GP,White,107,0,49,30,0,0.323066393
2389,FS,White,71,1,41,22,0,0.350444901
2390,KZN,Red,127,0,48,30,1,0.38329911
2391,KZN,Blue,241,1,25,7,5,0.369609856
2392,GP,White,109,1,25,7,0,0.325804244
2393,EC,Green,175,1,28,10,1,0.010951403
2394,WC,Yellow,113,0,28,10,5,0.449007529
2395,WC,Silver,144,0,86,66,1,0.413415469
2396,EC,Yellow,91,0,55,35,1,0.221765914
2397,GP,Red,63,1,49,29,1,0.424366872
2398,GP,White,212,0,74,55,0,0.249144422
2399,WC,Black,68,0,74,54,2,0.380561259
2400,WC,Red,71,1,25,6,1,0.128678987
2401,WC,Yellow,102,0,32,14,0,0.095824778
2402,WC,Red,122,0,71,52,3,0.177960301
2403,FS,White,225,1,51,33,0,0.438056126
2404,WC,White,105,1,70,50,3,0.221765914
2406,GP,Red,113,0,28,10,1,0.396988364
2407,NW,Black,155,0,63,44,0,0.309377139
2409,GP,White,99,1,44,26,1,0.186173854
2410,LIM,Red,326,0,65,47,1,0.073921971
2411,MP,White,36,0,24,6,0,0.484599589
2412,WC,Black,128,0,20,2,1,0.45174538
2413,WC,White,66,1,64,46,1,0.06844627
2414,WC,Red,133,1,50,30,3,0.421629021
2415,GP,White,166,0,20,1,1,0.197125257
2416,EC,White,231,0,60,42,1,0.407939767
2417,KZN,White,114,1,37,18,1,0.262833676
2418,GP,Blue,185,1,47,29,2,0.446269678
2419,GP,Red,88,1,48,30,4,0.229979466
2420,WC,White,77,0,53,35,0,0.435318275
2421,FS,Red,76,0,68,48,1,0.462696783
2422,MP,White,202,0,20,1,1,0.041067762
2423,NW,Silver,57,0,51,33,0,0.309377139
2424,GP,White,119,0,35,17,2,0.490075291
2425,NW,Black,178,0,30,11,0,0.164271047
2426,WC,Red,68,1,25,6,0,0.257357974
2427,GP,Blue,131,1,41,22,1,0.490075291
2428,EC,Red,59,1,40,22,1,0.446269678
2429,EC,Red,108,1,32,14,2,0.27652293
2430,EC,Silver,194,0,52,33,0,0.336755647
2431,WC,Green,90,1,28,10,1,0.167008898
2432,KZN,White,139,0,49,31,0,0.142368241
2433,WC,Silver,83,0,32,14,1,0.008213552
2434,EC,Green,52,0,39,19,2,0.339493498
2436,KZN,White,143,0,45,27,0,0.386036961
2437,FS,Black,160,1,20,2,1,0.142368241
2438,WC,Yellow,153,0,55,36,0,0.435318275
2439,FS,Blue,132,0,66,48,1,0.082135524
2440,GP,Silver,148,0,54,36,0,0.090349076
2441,FS,Blue,73,0,20,2,4,0.213552361
2442,GP,Red,120,1,31,12,2,0.369609856
2443,WC,Silver,161,1,37,19,2,0.388774812
2444,GP,Red,51,0,24,5,0,0.48733744
2445,EC,Red,177,1,21,3,0,0.084873374
2446,WC,White,120,0,30,12,2,0.27652293
2447,KZN,Silver,154,0,22,3,1,0.34770705
2448,KZN,White,150,1,69,51,1,0.350444901
2449,KZN,Red,110,0,43,25,1,0.31211499
2450,EC,Black,79,1,79,60,2,0.109514031
2451,WC,Silver,91,0,35,17,0,0.20807666
2452,GP,White,74,1,40,22,0,0.391512663
2453,FS,White,69,1,25,7,2,0.350444901
2454,EC,White,157,1,29,10,0,0.169746749
2455,KZN,Silver,91,0,67,49,2,0.216290212
2456,NC,White,146,1,18,0,1,0.440793977
2457,NW,Yellow,99,0,80,62,0,0.188911704
2458,LIM,White,130,0,44,25,1,0.169746749
2459,KZN,White,202,1,49,30,3,0.265571526
2460,WC,White,132,0,39,21,1,0.090349076
2461,WC,Black,89,1,42,23,1,0.249144422
2462,GP,Silver,44,0,37,18,3,0.361396304
2463,GP,Silver,178,1,67,48,1,0.358658453
2464,WC,White,239,1,76,58,1,0.443531828
2465,NW,White,96,1,60,42,2,0.339493498
2466,EC,Red,156,1,33,15,1,0.438056126
2467,GP,Blue,224,1,82,63,2,0.421629021
2468,WC,White,157,1,55,36,1,0.41889117
2469,NW,White,200,0,52,34,1,0.257357974
2470,WC,Silver,107,1,64,46,1,0.202600958
2471,FS,Red,47,0,40,21,1,0.490075291
2472,WC,White,218,0,32,13,0,0.372347707
2473,FS,Black,77,1,25,6,4,0.328542094
2474,WC,White,136,1,21,3,1,0.082135524
2475,MP,White,69,1,56,37,1,0.323066393
2476,MP,Black,82,1,28,10,0,0.320328542
2477,WC,Black,152,0,23,4,0,0.013689254
2478,KZN,Green,62,0,57,39,4,0.429842574
2480,NW,Black,75,1,44,26,0,0.213552361
2481,GP,Black,139,0,34,16,1,0.457221081
2482,FS,Silver,115,0,18,0,2,0.188911704
2483,GP,White,310,0,55,36,4,0.358658453
2484,WC,Yellow,173,1,25,6,1,0.112251882
2486,MP,Black,111,1,24,6,1,0.249144422
2487,WC,White,196,0,30,12,0,0.325804244
2489,NW,White,171,1,51,32,0,0.109514031
2490,WC,Red,101,1,59,41,0,0.041067762
2491,KZN,White,72,1,68,49,0,0.106776181
2492,WC,Red,179,0,20,2,0,0.183436003
2493,GP,White,86,0,85,67,3,0.391512663
2494,FS,White,94,0,65,47,3,0.019164956
2495,KZN,White,102,1,21,3,1,0.019164956
2496,EC,Red,226,1,20,2,1,0.309377139
2497,KZN,White,149,0,56,38,1,0.271047228
2498,WC,White,149,0,83,64,1,0.402464066
2499,KZN,White,59,1,64,46,2,0.427104723
2500,FS,Black,98,1,23,4,0,0.183436003
2501,WC,Red,93,0,19,1,1,0.227241615
2502,WC,White,104,0,31,13,2,0.432580424
2503,MP,Black,138,0,32,13,5,0.405201916
2504,NW,Red,286,1,77,58,4,0.112251882
2505,FS,Silver,131,1,28,10,0,0.298425736
2506,WC,White,129,0,22,4,0,0.372347707
2507,FS,Red,172,0,31,12,1,0.260095825
2508,GP,Blue,230,1,54,36,1,0.306639288
2509,WC,Black,65,0,20,1,1,0.161533196
2510,KZN,Red,167,0,38,19,1,0.292950034
2511,WC,White,79,0,42,24,1,0.188911704
2512,FS,Yellow,170,0,24,5,1,0.396988364
2513,MP,Red,88,1,24,4,0,0.186173854
2514,WC,White,118,0,82,63,1,0.284736482
2515,NW,Silver,226,0,62,43,1,0.008213552
2516,NW,White,141,1,52,34,1,0.421629021
2517,WC,White,115,1,80,62,4,0.041067762
2518,EC,Red,113,0,53,35,0,0.391512663
2519,WC,Green,95,0,29,9,1,0.306639288
2520,GP,Red,131,1,67,49,1,0.355920602
2521,KZN,Green,70,0,59,40,1,0.046543463
2522,WC,Silver,145,1,18,0,1,0.183436003
2523,MP,Red,98,1,76,58,1,0.019164956
2524,NW,White,48,0,46,28,0,0.438056126
2525,MP,White,161,0,55,37,1,0.213552361
2526,GP,Silver,163,0,36,17,1,0.34770705
2527,NW,Silver,155,1,58,40,0,0.213552361
2528,WC,Red,187,0,37,19,0,0.177960301
2529,WC,Green,179,0,51,33,1,0.060232717
2530,GP,Green,60,0,49,31,2,0.156057495
2531,KZN,White,134,1,25,6,1,0.421629021
2532,KZN,Green,57,0,35,17,0,0.377823409
2533,WC,White,138,1,57,39,2,0.246406571
2534,KZN,White,239,1,75,57,1,0.17522245
2535,WC,Yellow,166,1,39,21,4,0.465434634
2536,GP,Red,62,0,29,10,0,0.10403833
2537,NW,Blue,104,0,41,22,1,0.101300479
2538,WC,White,349,1,40,22,2,0.251882272
2539,FS,Green,314,1,20,2,0,0.024640657
2540,KZN,Silver,123,0,42,23,3,0.490075291
2541,GP,Yellow,104,1,28,10,0,0.238193018
2542,NW,Silver,127,1,41,22,0,0.407939767
2543,GP,Silver,352,1,31,11,0,0.429842574
2544,KZN,White,73,1,33,15,1,0.194387406
2545,WC,White,168,1,60,42,0,0.249144422
2546,NW,Green,122,0,56,37,1,0.317590691
2547,MP,Silver,52,1,32,14,3,0.31211499
2548,EC,Green,120,0,39,20,3,0.24366872
2549,EC,White,167,1,63,45,0,0.386036961
2550,FS,Silver,167,1,33,15,2,0.413415469
2551,WC,White,163,1,51,33,0,0.435318275
2552,MP,White,57,0,43,24,1,0.1724846
2553,GP,Silver,136,1,60,42,1,0.432580424
2554,WC,Black,73,0,56,37,2,0.424366872
2555,GP,Silver,121,0,86,68,1,0.188911704
2556,KZN,Red,137,0,26,8,1,0.284736482
2557,WC,Blue,58,1,27,8,1,0.183436003
2558,GP,Red,176,1,71,52,0,0.002737851
2559,WC,Silver,81,1,25,6,3,0.410677618
2560,GP,White,113,1,82,63,0,0.355920602
2561,FS,Black,262,0,81,62,1,0.320328542
2562,MP,Black,117,0,66,48,0,0.410677618
2563,EC,Silver,141,0,52,33,1,0.131416838
2564,GP,Silver,192,0,82,63,2,0.257357974
2565,KZN,White,99,1,35,17,0,0.232717317
2566,KZN,Silver,55,1,59,40,0,0.391512663
2567,WC,White,163,0,48,29,2,0.396988364
2569,FS,White,110,1,82,63,0,0.240930869
2570,GP,Blue,216,1,81,62,2,0.030116359
2571,EC,Green,102,0,85,67,1,0.38329911
2572,GP,Red,113,0,84,65,0,0.336755647
2573,EC,Black,89,1,36,18,1,0.490075291
2574,KZN,Blue,51,1,58,39,1,0.087611225
2575,WC,Blue,82,1,32,13,0,0.355920602
2576,WC,White,213,0,84,65,0,0.021902806
2577,GP,White,81,1,22,4,2,0.123203285
2578,NW,White,129,0,68,50,1,0.087611225
2579,GP,White,74,1,47,29,2,0.073921971
2580,FS,Yellow,220,1,86,68,1,0.309377139
2582,WC,White,170,0,27,9,0,0.457221081
2583,MP,White,208,1,24,5,3,0.164271047
2585,FS,White,170,0,73,55,4,0.410677618
2586,WC,White,239,0,62,43,0,0.153319644
2587,GP,Silver,55,1,24,5,1,0.046543463
2588,KZN,White,226,0,21,2,2,0.334017796
2589,GP,Black,179,1,77,58,1,0.342231348
2590,GP,White,98,1,49,31,3,0.257357974
2591,FS,Green,356,1,51,33,1,0.484599589
2592,WC,Black,117,0,30,11,1,0.369609856
2593,MP,White,196,1,55,36,2,0.084873374
2594,WC,Black,114,1,29,10,2,0.449007529
2595,GP,White,68,1,21,3,2,0.424366872
2596,EC,Green,74,0,26,8,1,0.38329911
2597,GP,Blue,90,1,67,48,0,0.13963039
2598,EC,Blue,79,0,56,38,0,0.457221081
2599,GP,White,221,1,40,22,2,0.073921971
2600,KZN,Green,65,0,83,65,2,0.410677618
2601,KZN,Blue,66,1,42,24,1,0.153319644
2602,LIM,Red,190,0,64,45,1,0.246406571
2603,KZN,White,27,1,30,11,2,0.054757016
2604,MP,Red,224,0,26,7,2,0.005475702
2605,EC,Red,40,0,33,15,0,0.440793977
2606,MP,Green,126,0,76,57,0,0.112251882
2607,KZN,Green,76,1,52,33,1,0.109514031
2608,EC,White,117,1,60,42,0,0.301163587
2609,EC,Red,107,0,54,35,0,0.462696783
2610,KZN,White,132,1,40,21,0,0.136892539
2611,GP,Green,94,1,75,57,1,0.010951403
2612,EC,White,258,0,40,20,0,0
2613,GP,White,138,0,53,35,2,0.123203285
2614,MP,White,69,1,76,57,1,0.142368241
2615,EC,White,51,1,32,14,1,0.24366872
2617,FS,White,64,1,63,45,0,0.224503765
2618,WC,White,52,1,69,50,1,0.375085558
2619,WC,Silver,117,0,84,66,0,0.369609856
2620,EC,Black,73,1,62,42,0,0.484599589
2621,KZN,Blue,166,0,24,5,0,0.369609856
2622,KZN,White,66,1,30,11,2,0.161533196
2623,MP,White,89,0,47,28,3,0.232717317
2624,WC,Red,148,0,35,17,1,0.257357974
2625,EC,Red,53,1,27,9,1,0.20807666
2626,WC,Black,284,0,43,25,4,0.106776181
2627,MP,Silver,140,0,25,6,1,0.090349076
2628,NW,Silver,163,0,36,17,1,0.421629021
2629,FS,White,77,0,47,29,1,0.479123888
2630,EC,Silver,122,0,85,67,1,0.292950034
2631,MP,White,213,1,54,36,0,0.156057495
2632,WC,Red,426,0,26,7,0,0.177960301
2633,NW,Silver,122,1,48,30,0,0.479123888
2634,FS,Blue,46,1,26,8,0,0.221765914
2635,KZN,Red,57,0,61,43,1,0.366872005
2636,GP,Silver,131,0,31,13,1,0.158795346
2637,FS,Red,175,1,19,1,0,0.344969199
2638,MP,White,272,1,39,21,1,0.27652293
2639,NW,White,284,1,56,37,1,0.260095825
2640,NW,Black,100,1,76,58,4,0.065708419
2641,FS,Red,84,1,22,4,1,0.254620123
2642,GP,Silver,252,1,33,15,1,0.010951403
2643,GP,White,167,1,19,1,1,0.457221081
2644,FS,Black,134,0,70,51,3,0.202600958
2645,GP,Black,172,1,45,26,1,0.169746749
2648,GP,Silver,162,0,20,1,0,0.082135524
2649,GP,Silver,59,1,20,2,1,0.48733744
2650,GP,Red,55,0,71,52,0,0.150581793
2651,EC,White,148,0,47,29,1,0.48733744
2652,KZN,White,261,0,41,22,1,0.470910335
2653,EC,Black,47,1,54,36,2,0.101300479
2654,KZN,Silver,72,0,76,56,2,0.465434634
2655,FS,White,211,0,43,24,2,0.492813142
2656,WC,Black,54,1,85,67,0,0.386036961
2657,GP,White,138,0,52,34,0,0.082135524
2658,WC,Green,61,1,80,60,1,0.153319644
2659,WC,Green,87,1,69,50,5,0.492813142
2661,FS,Silver,106,0,78,58,0,0.238193018
2662,GP,Red,179,1,28,10,2,0.06844627
2663,FS,White,117,0,32,14,1,0.153319644
2664,WC,Black,96,0,60,41,3,0.073921971
2665,GP,Silver,87,0,49,31,1,0.454483231
2666,WC,Red,79,0,25,7,1,0.320328542
2667,WC,Silver,235,0,44,26,0,0.361396304
2668,WC,White,177,0,49,30,1,0.123203285
2669,FS,Silver,179,0,42,23,1,0.358658453
2670,GP,Silver,243,1,76,58,0,0.076659822
2671,FS,White,43,0,24,5,0,0.205338809
2672,FS,Black,111,0,80,61,0,0.309377139
2673,EC,Red,155,0,70,52,0,0.473648186
2674,NW,White,181,1,75,57,5,0.224503765
2675,EC,Black,201,0,43,25,1,0.090349076
2676,FS,White,191,0,61,43,1,0.043805613
2677,WC,Silver,221,1,36,17,2,0.446269678
2678,FS,White,96,0,27,8,2,0.03559206
2679,WC,Red,123,0,51,33,0,0.492813142
2680,EC,Red,122,0,85,66,0,0.101300479
2681,NW,Green,67,0,22,3,0,0.194387406
2682,NW,White,236,0,52,33,1,0.271047228
